"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"ACRE","Ares Commercial Real Estate Corporation","16.95","157078395.9","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acre",
"AGX","Argan, Inc.","16.88","230865481.2","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"AGII","Argo Group International Holdings, Ltd.","31.24","789280880.52","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"ARIA","ARIAD Pharmaceuticals, Inc.","21.96","3649853543.04","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aria",
"ARBA","Ariba, Inc.","44.705","4565542830","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/arba",
"ARKR","Ark Restaurants Corp.","16.145","52388022.525","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ABFS","Arkansas Best Corporation","8.24","211042426.8","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/abfs",
"AI","Arlington Asset Investment Corp","22.885","221556893.775","n/a","1972","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ai",
"ARMH","ARM Holdings, plc","26.18","12017474515.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/armh",
"ARR/WS","Armour Residential R","0.0314","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr/ws",
"ARR","Armour Residential R","7.56","1770751145.52","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arr",
"ARR^A","Armour Residential R","25.4899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arr^a",
"AWI","Armstrong World Industries Inc","44.6","2623058462","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi",
"ARTX","Arotech Corporation","0.78","12432997.98","n/a","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","5.52","343781371.68","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","5.59","514951045.96","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"HRT","Arrhythmia Research Technology Inc.","2.29","6390277.06","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/hrt",
"ARRS","Arris Group Inc","13.94","1578655206.32","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"ARW","Arrow Electronics, Inc.","37.49","4078999989.03","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw",
"AROW","Arrow Financial Corporation","24.71","290766152.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Research Corporation","2.64","29860554.24","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","21.8301","189089750.2482","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTC","ArthroCare Corporation","29.64","822017383.2","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/artc",
"AJG","Arthur J. Gallagher & Co.","36.45","4417292065.95","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ajg",
"ART","ARTIO GLOBAL INVESTORS INC.","3.14","187023295.26","n/a","2009","Finance","Investment Managers","http://www.nasdaq.com/symbol/art",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","6.34","25587301.68","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ARUN","Aruba Networks, Inc.","20.22","2268655469.58","n/a","2007","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/arun",
"ASA","ASA Gold and Precious Metals Limited","23.65","456206253.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asa",
"ASBB","ASB Bancorp, Inc.","14.55","81255217.05","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ABG","Asbury Automotive Group Inc","29.85","936496497.45","n/a","1996","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg",
"ASNA","Ascena Retail Group, Inc.","20.74","3193283316.02","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASCMA","Ascent Capital Group, Inc.","51.12","725886312.48","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"ASTI","Ascent Solar Technologies, Inc.","1.75","72308124","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"AHT","Ashford Hospitality Trust Inc","8.6","586209617.4","n/a","1987","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aht",
"AHT^A","Ashford Hospitality Trust Inc","25.48","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^a",
"AHT^D","Ashford Hospitality Trust Inc","25.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^d",
"AHT^E","Ashford Hospitality Trust Inc","26.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aht^e",
"ASH","Ashland Inc.","75.18","5904798987.36","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash",
"AERL","Asia Entertainment & Resources Ltd","3.44","146032004.16","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aerl",
"APB","Asia Pacific Fund, Inc. (The)","9.7838","101204341.4174","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/apb",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.97","41077383.93","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"GRR","Asia Tigers Fund, Inc. (The)","13.32","47607078.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grr",
"ASIA","AsiaInfo-Linkage, Inc.","12.02","871679509.88","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/asia",
"ASMI","ASM International N.V.","36.07","1982660411.4","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","56.9","23226018795.3","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AHL","Aspen Insurance Holdings Limited","29.62","2113602574.36","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ahl",
"AHL^","Aspen Insurance Holdings Limited","56.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^",
"AHL^A","Aspen Insurance Holdings Limited","26.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^a",
"AHL^B","Aspen Insurance Holdings Limited","26.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ahl^b",
"AZPN","Aspen Technology, Inc.","24.8","2312279881.6","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"APPY","AspenBio Pharma, Inc.","1.43","11034566.4","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"AACC","Asset Acceptance Capital Corp.","6.7","205894417","n/a","2004","Finance","Finance Companies","http://www.nasdaq.com/symbol/aacc",
"ALC","Assisted Living Concepts, Inc. New","7.59","174348956.43","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/alc",
"ABW^A","Associated Banc-Corp","25.508","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abw^a",
"ABW^B","Associated Banc-Corp","27.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abw^b",
"ASBC","Associated Banc-Corp","13.185","2263083882.075","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbc",
"ASBCW","Associated Banc-Corp","1.44","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asbcw",
"AEC","Associated Estates Realty Corporation","15.325","758453130.4","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aec",
"AIZ","Assurant, Inc.","36.53","2962022081.85","n/a","2004","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/aiz",
"AGO","Assured Guaranty Ltd.","14.94","2899372125.24","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","25.34","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","24.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ago^f",
"ASFI","Asta Funding, Inc.","9.4","122019905.4","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ATEA","Astea International, Inc.","4.64","16575467.36","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atea",
"ASTE","Astec Industries, Inc.","31.38","714925174.02","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ASTX","Astex Pharmaceuticals, Inc.","3.2","298516704","n/a","1993","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/astx",
"AF","Astoria Financial Corporation","10.47","1030435821.33","n/a","1991","Finance","Savings Institutions","http://www.nasdaq.com/symbol/af",
"AZN","Astrazeneca PLC","46.9","61931138818.5","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azn",
"ALOT","Astro-Med, Inc.","8.109","60343042.41","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ATRO","Astronics Corporation","28.124","348633203.712","n/a","1972","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","1.19","23202096.4","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","7.49","39228860.02","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"T","AT&T Inc.","37.3","215183700000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/t",
"ATAI","ATA Inc.","4.38","100740000","n/a","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATC","ATC Venture Group Inc.","0.2","1421465.6","n/a","1986","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/atc",
"ATHN","athenahealth, Inc.","92.32","3323410970.08","n/a","1991","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AFCB","Athens Bancshares Corporation","16","39986560","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/afcb",
"ATHX","Athersys, Inc.","1.49","44298211.07","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","2.68","56954127.2","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACFC","Atlantic Coast Federal Corporation","1.97","5179250.17","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"AT","Atlantic Power Corporation","14.46","1724338631.28","n/a","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at",
"ATNI","Atlantic Tele-Network, Inc.","40.23","625753431.54","n/a","1991","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"AAWW","Atlas Air Worldwide Holdings","53.55","1415839723.2","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"ATLS","Atlas Energy, L.P.","34.8501","1788691384.4787","n/a","1995","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/atls",
"APL","Atlas Pipeline Partners, L.P.","35.93","1930282193.16","n/a","2000","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/apl",
"ARP","Atlas Resource Partners, L.P.","26.081","940735880.018","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arp",
"ATL","Atlatsa Resources Corporation","0.1632","32948198.7936","n/a","1986","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/atl",
"ATML","Atmel Corporation","6.32","2781619027.76","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATMI","ATMI Inc.","19.38","618991851.12","n/a","1993","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/atmi",
"ATO","Atmos Energy Corporation","35.4501","3196649559.9717","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"ATRC","AtriCure, Inc.","6.9","114880211.4","n/a","1979","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","ATRION Corporation","220.29","443617578.81","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","7.3701","76235783.7528","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"ATW","Atwood Oceanics, Inc.","47.91","3131591300.13","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atw",
"AUO","AU Optronics Corp","3.42","3018834000","n/a","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo",
"AUBN","Auburn National Bancorporation, Inc.","21.13","76973695.19","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"ADNC","Audience, Inc.","6","122021148","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adnc",
"AUDC","AudioCodes Ltd.","1.66","67334580","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AZC","Augusta Resource Corporation","2.66","383248528.04","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/azc",
"AUQ","AuRico Gold Inc.","5.945","1677263010.515","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/auq",
"AZK","Aurizon Mines, Ltd.","4.62","759565893.24","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/azk",
"AAC","Australia Acquisition Corp.","10.0722","85949436.6426","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/aac",
"AACOU","Australia Acquisition Corp.","10.26","82080000","n/a","2010","Finance","Business Services","http://www.nasdaq.com/symbol/aacou",
"AACOW","Australia Acquisition Corp.","0.3","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/aacow",
"AUTH","AuthenTec, Inc.","8.0401","360802647.2593","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/auth",
"ADAT","Authentidate Holding Corp.","1.4","75674382","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","3.6118","31968626.9116","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","32.32","7427136000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ALV","Autoliv, Inc.","62.6","5972918215.4","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alv",
"ADP","Automatic Data Processing, Inc.","59.1768","28671444654.6456","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AN","AutoNation, Inc.","41.99","5068097262.8","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an",
"AMAP","AutoNavi Holdings Limited","12.57","615419595.15","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amap",
"AZO","AutoZone, Inc.","368.14","13780899747.84","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/azo",
"AUXL","Auxilium Pharmaceuticals, Inc.","24.25","1193566594.25","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auxl",
"AVGO","Avago Technologies Limited","36.26","8878817482.22","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AWX","Avalon Holdings Corporation","3.8","14452657.8","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/awx",
"AVL","Avalon Rare Metals, Inc.","1.84","190664454.24","n/a","1980","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/avl",
"AVB","AvalonBay Communities, Inc.","144.41","13994736564.27","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/avb",
"AVNR","Avanir Pharmaceuticals, Inc.","3.46","471187612.86","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avnr",
"ACP","Avenue Income Credit Strategies Fund","17.42","170748505.72","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/acp",
"AVEO","AVEO Pharmaceuticals, Inc.","10.12","441976518.28","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVY","Avery Dennison Corporation","30.74","3118997703.84","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy",
"AVG","AVG Technologies N.V.","10.28","559087576.28","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avg",
"AVNW","Aviat Networks, Inc.","2.3","140931902","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","9.61","373373928.06","n/a","1993","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/avid",
"ASM","Avino Silver","1.7199","46646123.3784","n/a","1992","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/asm",
"CAR","Avis Budget Group, Inc.","16.89","1796090656.53","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AVA","Avista Corporation","25.605","1504797400.35","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AV","Aviva plc","11.28","16147320000","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/av",
"AVV","Aviva plc","27.75","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/avv",
"AVT","Avnet, Inc.","33.06","4672693490.46","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt",
"AVP","Avon Products, Inc.","15.925","6880684651.75","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","10.47","1772893737.75","n/a","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/avx",
"AWRE","Aware, Inc.","6.35","141787479.95","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","1.01","108922323.85","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXS","Axis Capital Holdings Limited","35.175","4480608032.25","n/a","1992","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/axs",
"AXS^A","Axis Capital Holdings Limited","25.76","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^a",
"AXS^C","Axis Capital Holdings Limited","27.92","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axs^c",
"AXTI","AXT Inc","3.3","106763101.5","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"AZZ","AZZ Incorporated","33.845","855445574.55","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
